ID,ID_person,Square,Rooms,Price
220,16481,70,3,14000
221,4878,106,4,41340
222,12558,42,2,15582
223,17454,69,4,21735
224,19455,90,3,27270
225,14060,113,5,41245
226,7991,118,5,34456
227,10197,36,1,10476
228,19762,105,4,35070
229,3840,97,4,23377
230,4358,102,6,25602
231,18534,71,3,25489
232,1311,123,5,45141
233,6608,35,2,13020
234,13561,82,5,23698
235,3481,47,2,12126
236,15175,64,4,19456
237,9988,81,4,26892
238,11860,102,4,24888
239,13619,74,3,25752
240,1071,42,2,15498
241,11793,114,7,31122
242,15444,49,2,11417
243,2373,123,6,41697
244,10465,51,2,13923
245,2673,79,5,21093
246,19720,57,2,14877
247,7364,95,5,30115
248,17528,36,1,8352
249,3448,53,2,19080
250,10260,104,,30056
251,17179,64,4,16320
252,5620,82,3,30012
253,15162,112,6,43456
254,5338,42,2,9114
255,19281,43,2,14405
256,8581,93,5,22413
257,6903,57,2,11913
258,2747,96,6,20160
259,16356,67,3,13467
260,16194,126,6,37044
261,1395,89,3,34799
262,8144,107,5,30281
263,5455,41,1,11111
264,9439,106,5,32648
265,9589,96,4,27840
266,6240,93,4,22971
267,5327,86,4,18318
268,12962,46,2,15456
269,13202,88,4,18568
270,18909,91,3,19201
271,12400,41,2,8856
272,781,115,6,36455
273,9811,38,2,11020
274,12658,95,5,23085
275,2813,69,4,24426
276,5816,100,6,22500
277,3981,30,1,10410
278,11520,114,4,33516
279,13553,122,7,31842
280,12867,67,3,23517
281,16278,103,4,23896
282,1062,88,4,25960
283,18762,115,6,28405
284,16790,99,4,26928
285,17130,103,4,37286
286,9836,115,5,41975
287,18672,106,4,36994
288,1426,105,5,29295
289,16101,124,6,36084
290,14384,121,7,46464
291,2476,116,5,28188
292,6714,97,5,19497
293,18753,69,4,20148
294,10751,99,6,24255
295,8404,128,6,41984
296,16559,68,2,23596
297,10653,51,3,12087
298,15662,129,6,47085
299,18282,34,2,10166
300,7179,51,3,16728
301,2210,54,3,13554
302,2646,79,,25754
303,1333,83,4,31291
304,16474,79,4,26307
305,6609,93,3,27063
306,12425,64,2,13056
307,4096,33,2,11880
308,12223,62,3,12400
309,3041,94,,27354
310,8514,107,6,39162
311,4637,50,,17400
312,10937,93,3,19902
313,14755,85,5,32980
314,242,104,4,23608
315,1895,78,3,26442
316,4414,83,5,16849
317,19604,126,8,46872
318,1659,64,3,18496
319,974,96,4,31872
320,15651,51,2,13464
321,6305,79,3,26702
322,9136,53,2,21041
323,3808,99,6,31482
324,13964,39,2,10959
325,10719,98,5,31654
326,6550,119,,36176
327,1460,96,4,37152
328,9326,31,1,7781
329,18770,36,2,7200
330,5694,75,3,28575
331,8149,56,3,21672
332,13257,41,2,15129
333,12265,43,2,17028
334,7847,68,2,16252
335,14935,68,4,18292
336,16420,105,5,41160
337,18537,124,6,40548
338,19308,101,4,35047
339,17328,115,7,24380
340,2039,89,4,23852
341,18959,75,3,16425
342,17124,44,1,12848
343,7879,74,4,23680
344,6759,38,2,10982
345,2918,125,7,49250
346,2415,65,3,22295
347,17305,129,8,42312
348,2521,88,4,17952
349,10804,117,6,41769
350,11584,56,3,12432
351,9643,87,4,26796
352,9033,55,3,12210
353,5079,127,,44323
354,866,121,5,46948
355,1353,113,7,36047
356,13940,74,3,22644
357,11995,71,4,26270
358,10608,33,1,10725
359,15754,36,1,9684
360,8666,44,2,16104
361,8036,108,4,38124
362,7171,89,5,20648
363,4426,87,4,29667
364,10913,35,1,13965
365,333,109,4,38695
366,6387,122,5,25010
367,16258,113,5,29267
368,15649,65,2,13650
369,12377,53,2,20829
370,10030,91,3,30667
371,13918,127,6,32004
372,9841,61,2,20618
373,4027,109,5,35425
374,5152,105,4,36015
375,18407,101,5,21513
376,7214,74,4,26344
377,693,129,5,50955
378,15455,45,,14850
379,8902,63,2,19530
380,17141,104,6,37128
381,9353,111,7,22533
382,17296,73,3,19126
383,1019,36,2,9108
384,7896,124,5,24800
385,2490,61,,13786
386,10053,39,1,10881
387,3438,124,5,34968
388,13550,110,5,29150
389,10987,47,1,14194
390,19908,94,3,32806
391,18907,94,5,37224
392,5471,83,4,22825
393,10958,89,3,35511
394,13083,116,5,40832
395,8492,67,2,22847
396,9156,51,2,12342
397,6273,95,4,34295
398,2270,96,5,36192
399,9137,123,7,29397
400,13700,84,4,18060
401,18577,55,3,20515
402,1520,69,3,18561
403,19964,82,5,24272
404,14321,84,3,22176
405,16453,63,2,24822
406,6008,102,4,22848
407,18488,100,4,36400
408,12581,96,5,27648
409,12273,89,4,34265
410,780,30,,8190
411,12372,51,2,11424
412,4036,47,3,16497
413,18862,32,2,10304
414,11864,50,2,18350
415,6110,101,5,33128
416,15434,45,2,15255
417,5135,63,4,18333
418,13305,91,3,34580
419,5247,67,2,21775
420,19187,81,4,28269
421,11451,78,3,18096
422,12040,40,2,8320
423,18861,58,2,18966
424,15884,98,4,20188
425,10246,91,6,26754
426,706,50,2,10250
427,16860,87,5,18531
428,8637,115,,42320
429,13407,92,4,33580
430,4502,53,2,10653
431,16831,85,4,31280
432,12496,32,2,11584
433,16711,68,2,14620
434,14931,72,3,27072
435,14069,53,2,16695
436,7332,116,4,40252
437,2418,63,3,23121
438,7748,127,7,37084
439,7755,91,4,33397
440,14593,41,,9553
441,19843,59,3,16107
442,6261,106,5,21836
443,16107,53,3,16218
444,5477,40,2,9200
445,2942,35,,9590
446,17119,120,7,43560
447,8595,85,4,33745
448,9542,92,,36708
449,15074,41,,9266
450,18668,32,1,10016
451,7369,92,4,26496
452,3539,128,8,33280
453,750,32,,12736
454,8929,56,3,13160
455,14421,80,3,23920
456,12193,70,3,15680
457,318,43,2,12470
458,6348,88,3,29128
459,1171,57,3,12882
460,856,81,4,19845
461,14592,82,4,19270
462,16319,41,1,14842
463,142,88,4,33440
464,6406,106,5,29256
465,4762,38,1,9272
466,9270,124,5,36332
467,6460,79,3,25043
468,4877,34,,8874
469,9898,71,3,15762
470,15100,49,2,17542
471,13697,68,3,16728
472,18572,129,7,34056
473,15100,44,2,17336
474,9877,111,4,32856
475,6470,59,2,12744
476,12472,92,6,27416
477,11082,126,6,34020
478,17234,99,4,38313
479,5278,31,1,11811
480,19014,84,3,26964
481,6958,105,4,25200
482,7939,67,3,20100
483,4473,81,3,28755
484,18441,95,,29260
485,9351,41,1,8979
486,1573,85,3,21930
487,18793,88,3,20504
488,18655,67,,24656
489,6366,116,7,34220
490,15873,88,4,32120
491,15331,78,3,21684
492,1304,37,2,7881
493,6237,105,,34230
494,6268,89,4,26077
495,7654,76,3,20976
496,12151,91,4,34034
497,2465,68,4,17272
498,11303,62,2,20398
499,8346,96,4,34176
500,19252,53,2,15423
501,15629,87,5,22272
502,18432,112,4,23184
503,19836,110,7,34210
504,6099,81,5,24624
505,17390,104,5,39416
506,10648,96,6,29088
507,11972,117,5,27378
508,12908,113,5,44070
509,17923,60,,16440
510,6198,124,5,33976
511,4983,60,3,18840
512,16113,52,3,16224
513,16832,67,4,16348
514,13425,94,4,36472
515,2260,53,3,13144
516,19807,45,2,9315
517,8806,80,5,19680
518,11728,69,3,22218
519,11373,91,5,27391
520,11840,125,6,39000
521,14652,50,2,10450
522,12795,47,3,15416
523,9876,84,4,30072
524,11957,104,5,30160
525,17742,84,3,31668
526,1360,64,3,24320
527,17175,59,,14573
528,9684,82,3,29684
529,7764,95,5,37240
530,2294,93,4,28551
531,17818,58,2,12412
532,3805,70,4,25480
533,14719,37,2,12987
534,19543,44,1,15972
535,12425,109,7,40984
536,15125,124,5,35960
537,11439,82,3,19434
538,13016,83,4,21248
539,415,67,3,16750
540,17277,114,4,26904
541,10198,125,7,41500
542,699,84,3,29904
543,3724,75,4,22275
544,9063,93,4,30690
545,7472,94,6,26508
546,13813,65,3,23205
547,9517,47,,12549
548,15364,98,5,23520
549,6252,68,3,15980
550,5194,69,2,26979
551,11148,79,4,27492
552,4484,92,4,32108
553,3725,34,1,11356
554,5568,77,,20867
555,5449,108,6,25596
556,11577,52,3,19396
557,10863,58,2,18676
558,11697,83,4,24817
559,12822,97,6,27160
560,19829,122,6,47580
561,12896,64,2,16128
562,165,34,1,12070
563,4429,124,7,24924
564,3120,32,2,8448
565,18989,88,5,29128
566,4542,109,4,30520
567,6244,92,,28704
568,1586,37,1,8251
569,8379,77,5,18172
570,5775,39,,8229
571,14238,116,5,35960
572,10458,73,3,15841
573,2677,94,5,27542
574,14883,50,3,18700
575,13783,50,,16100
576,11614,106,,30422
577,19975,88,4,33616
578,13201,108,4,39204
579,10286,34,1,13498
580,15151,59,2,14750
581,4565,68,4,21488
582,19400,53,,19928
583,2451,68,2,15028
584,13919,85,5,24565
585,17685,123,7,44649
586,9683,30,1,11940
587,17777,64,2,20416
588,19928,79,3,16195
589,13523,93,5,35154
590,742,120,6,32880
591,3749,110,5,35090
592,9875,53,3,10706
593,16926,120,6,39480
594,3762,54,,18792
595,661,129,5,36894
596,8300,52,2,18096
597,9488,116,6,29000
598,9608,101,4,29189
599,16298,70,4,22330
600,4368,97,4,36957
601,18374,65,3,24700
602,2675,74,3,19610
603,10519,117,5,34047
604,18601,51,2,16983
605,1273,103,5,22866
606,8750,56,2,12656
607,17680,40,1,14520
608,18603,51,2,18513
609,4402,87,3,24012
610,1744,120,6,42840
611,14335,77,5,17094
612,17458,93,5,30411
613,13965,79,3,22831
614,8739,47,2,10951
615,18095,98,4,22638
616,5943,63,3,12663
617,465,115,5,35190
618,6267,37,,13098
619,4065,79,4,26781
620,712,106,5,41658
621,15178,36,1,8136
622,11316,89,4,22517
623,366,86,,25284
624,18747,41,2,13940
625,7409,71,3,22081
626,1770,109,6,32264
627,5460,90,4,35460
628,5143,119,5,43197
629,2564,55,2,13090
630,4280,31,1,11811
631,2627,115,6,35305
632,18587,56,2,18480
633,11522,129,6,48633
634,1091,114,7,36822
635,11475,70,3,17850
636,16514,44,,12276
637,3960,38,1,14402
638,7205,71,3,19596
639,2823,38,2,9614
640,17982,108,6,42120
641,3144,88,4,25168
642,8606,82,3,29602
643,12018,64,4,18176
644,7088,119,7,36533
645,7532,34,1,12410
646,18187,78,3,29406
647,8961,76,5,30324
648,11484,114,6,40128
649,9433,47,2,17390
650,8425,59,2,14337
651,8372,119,7,47362
652,13103,47,2,15980
653,2272,76,3,28728
654,2922,86,4,25026
655,10999,91,6,22022
656,19152,103,6,24308
657,8084,40,2,14400
658,10320,78,3,16692
659,1255,96,,28032
660,16572,104,5,31096
661,8880,107,4,40339
662,5959,32,1,6688
663,10115,108,7,41472
664,4213,117,7,43407
665,7052,95,6,26505
666,10987,38,,14174
667,13833,123,6,34563
668,12358,115,6,25645
669,1417,129,5,44247
670,14355,102,6,35598
671,5999,97,6,32592
672,6009,44,2,12848
673,17676,98,5,36456
674,7242,45,3,16200
675,5555,56,2,21504
676,13551,49,2,18424
677,9119,68,4,21148
678,3116,105,6,32235
679,17628,32,1,9024
680,9278,128,5,29824
681,18176,65,2,22035
682,16867,64,4,18368
683,408,81,4,16524
684,1735,76,3,21280
685,7004,113,7,37403
686,724,71,3,26696
687,2276,127,7,40640
688,4510,74,4,17686
689,19486,55,2,18535
690,7362,103,4,27192
691,13618,94,6,33088
692,18050,53,2,12243
693,9153,124,7,45260
694,12875,57,2,22401
695,3177,57,3,21774
696,6382,54,3,14094
697,11629,110,6,32670
698,7823,35,1,8365
699,15032,42,1,16296
700,14302,123,5,40344
701,11497,105,7,34965
702,14125,106,6,28196
703,5216,99,5,31284
704,2172,94,3,28388
705,16693,46,2,9200
706,12212,84,3,21840
707,1134,129,,37023
708,9261,99,5,20691
709,3481,99,4,20988
710,6310,105,6,26565
711,16764,103,6,25235
712,15518,125,,42875
713,7555,113,4,42601
714,5282,95,6,30020
715,14653,74,4,17760
716,19192,108,6,37260
717,5045,30,1,6270
718,16888,55,2,11110
719,14810,36,2,12528
720,11088,37,1,8510
721,17610,112,4,29344
722,17135,69,,16215
723,5145,124,5,44888
724,3956,80,4,21280
725,7505,57,3,19152
726,13431,117,5,27144
727,1741,124,5,49104
728,4833,48,2,14304
729,12381,102,5,28968
730,17839,102,5,35496
731,9917,115,6,44965
732,18447,45,3,14490
733,13669,36,,13500
734,15555,116,7,28304
735,18553,101,5,35855
736,17618,73,3,28835
737,8811,64,3,21696
738,971,54,3,16902
739,12250,92,5,22172
740,18757,118,5,37878
741,9506,80,3,18800
742,15162,109,4,37605
743,4775,110,,43230
744,10457,34,1,7310
745,6688,70,3,18410
746,12808,128,8,28032
747,5432,78,5,22542
748,2966,44,1,16764
749,3308,108,4,36072
750,16025,61,2,15555
751,7945,96,4,33600
752,1083,48,2,12048
753,1656,116,7,43848
754,18327,100,5,35900
755,19538,81,4,23733
756,10996,102,5,38760
757,18599,91,4,35763
758,17908,86,,24338
759,4935,90,,22500
760,16503,39,2,10413
761,655,36,,11592
762,12645,78,3,23790
763,1211,59,3,13098
764,8780,50,2,12000
765,7335,61,3,18544
766,15476,42,2,14280
767,4602,41,2,13038
768,11642,113,5,36273
769,10167,93,3,24459
770,15076,54,3,17388
771,14059,115,5,36225
772,4853,40,2,14040
773,3738,91,5,20384
774,3486,77,3,29799
775,11072,70,3,14070
776,16240,97,5,22213
777,4412,115,5,35880
778,11424,55,3,12100
779,1799,49,2,11074
780,7704,97,5,23668
781,13911,57,2,14022
782,12702,119,4,34986
783,16364,121,,31944
784,283,32,1,7296
785,6804,112,5,44576
786,15917,100,4,23000
787,6196,61,3,20923
788,9454,91,3,19838
789,11933,40,2,15680
790,13630,111,,44178
791,5007,61,2,14884
792,12905,92,4,34132
793,4844,45,,14040
794,17557,79,5,31284
795,12609,35,1,11095
796,6942,108,7,22464
797,7473,33,1,10758
798,12112,105,6,36120
799,14872,73,4,18907
800,3291,44,1,13068
801,11711,118,5,45784
802,1279,72,,17784
803,3307,102,4,34170
804,19516,53,,18709
805,5325,35,1,13580
806,18451,82,4,21484
807,9303,56,3,12880
808,17107,96,4,23136
809,13935,60,3,21900
810,16191,101,6,34340
811,8141,79,4,28756
812,1401,101,5,23331
813,7314,118,6,40356
814,10459,43,1,16942
815,15384,108,4,25164
816,2154,76,3,20140
817,10346,58,2,20590
818,7423,77,4,25487
819,18384,82,3,27060
820,913,55,2,14575
821,6117,67,2,24790
822,15023,60,3,15360
823,11408,126,7,26586
824,12531,86,3,20210
825,17714,70,4,17360
826,15572,64,3,23808
827,5622,60,3,22080
828,13585,60,,20280
829,6673,90,3,34740
830,7764,78,3,25038
831,9432,53,2,17225
832,3877,75,3,28875
833,5939,39,2,13143
834,11106,89,,28302
835,1202,45,1,16560
836,15268,118,6,44368
837,4346,94,3,28106
838,2782,101,5,24038
839,11442,65,3,13130
840,10741,128,6,28928
841,18669,60,3,16740
842,12105,62,3,14942
843,15371,125,8,49250
844,2243,85,4,25925
845,1267,72,4,27720
846,13927,117,6,32058
847,10401,41,,8692
848,9479,41,2,8446
849,13121,125,8,33625
850,1467,34,1,13124
851,9694,99,4,29502
852,3355,94,4,31772
853,2388,91,4,28938
854,9549,56,2,21280
855,3929,59,3,19883
856,4304,34,1,8670
857,7608,45,2,17595
858,3831,90,6,28440
859,4899,126,8,37296
860,5876,108,7,27972
861,12326,36,1,13320
862,12988,71,3,21300
863,10165,99,5,22077
864,691,85,4,27370
865,7650,102,,27234
866,4732,128,7,44416
867,4493,59,3,16874
868,9271,69,2,20148
869,9153,124,6,34472
870,523,77,,27951
871,1022,95,4,31540
872,9774,93,,36549
873,17905,46,2,14030
874,19840,124,7,37324
875,4203,127,6,27305
876,9503,40,2,11800
877,18410,64,3,17408
878,10210,104,,27352
879,1177,53,2,13303
880,1541,76,,18240
881,18772,81,4,31428
882,8481,45,1,10080
883,8644,88,4,27544
884,1972,100,5,36400
885,1409,106,5,26182
886,19085,86,5,31132
887,18448,109,7,34117
888,17958,87,4,34452
889,16383,40,1,10960
890,19351,75,4,28425
891,11981,128,,36736
892,8312,34,1,8160
893,1762,120,5,42840
894,18933,105,5,35805
895,18491,98,4,33026
896,18770,54,2,20034
897,2039,70,3,20650
898,14597,49,2,13769
899,11960,69,3,27117
900,3029,80,4,20320
901,8427,85,4,18275
902,7777,33,2,8019
903,16293,82,,17220
904,11244,129,8,50052
905,9012,79,3,23305
906,15046,54,2,16308
907,18705,37,1,14060
908,231,33,2,8976
909,1931,66,2,21384
910,3931,96,6,30432
911,18943,79,4,17538
912,1404,123,7,31611
913,15387,102,4,32742
914,16156,107,5,38841
915,6406,124,8,40548
916,18184,51,,16830
917,10425,96,5,31584
918,8899,69,3,16422
919,5488,125,6,47375
920,1631,95,3,20235
921,16448,110,5,37950
922,6962,65,2,17485
923,19520,92,5,28428
924,3525,63,3,22365
925,13819,61,4,13115
926,2615,122,5,35624
927,9317,45,1,12060
928,14141,129,5,44118
929,17079,43,2,9718
930,744,76,4,25840
931,11286,49,,14798
932,11079,102,5,21522
933,9099,67,2,26532
934,10666,122,5,41968
935,12621,126,,42462
936,5990,33,2,10527
937,9313,88,,19976
938,4274,112,5,24864
939,12602,101,4,23533
940,9125,91,,28483
941,11683,78,5,20826
942,19791,68,4,26452
943,17861,87,4,23316
944,2948,57,2,13680
945,2426,105,7,39375
946,5453,40,2,15720
947,1453,117,6,37557
948,16597,66,4,15642
949,11348,122,5,24644
950,16582,78,,21060
951,17625,119,7,37842
952,3652,30,1,6780
953,9275,86,5,32766
954,7548,117,7,34983
955,10971,32,2,6656
956,14481,51,2,11373
957,16558,115,4,34270
958,9541,88,,27632
959,7962,101,4,23634
960,11560,115,6,34155
961,5961,45,2,9855
962,6280,101,4,33936
963,19664,47,2,15369
964,13183,65,2,20735
965,4476,32,1,10848
966,9193,57,,12369
967,6728,104,5,38480
968,9347,103,4,25441
969,8264,30,1,7890
970,15989,37,1,10582
971,15087,91,3,22841
972,3327,90,5,22590
973,3005,71,3,27122
974,8635,65,3,17615
975,10363,43,,9245
976,9385,86,,22876
977,6681,50,3,15200
978,3661,64,3,22912
979,2576,39,,12948
980,2033,95,4,23085
981,1023,51,3,19890
982,18384,39,1,12051
983,13482,113,7,43731
984,2877,123,6,27060
985,12345,84,4,21168
986,18452,81,4,28593
987,10024,94,4,23218
988,3596,42,1,12978
989,10167,116,,35380
990,1215,79,3,22673
991,9761,126,5,32508
992,12093,75,,28875
993,19429,118,5,41064
994,8366,113,6,36838
995,7335,100,4,27600
996,7598,112,5,26880
997,10285,45,3,15435
998,16043,123,6,42066
999,15772,52,2,18876
1000,4580,95,4,34200
1001,16120,106,7,25334
1002,512,45,2,9675
1003,872,129,7,43344
1004,12720,78,4,24960
1005,4265,38,1,9196
1006,13768,122,5,38064
1007,8940,115,5,45195
1008,6206,86,5,27262
1009,12916,87,4,20532
1010,8164,109,4,26378
1011,8748,123,8,42681
1012,2994,89,3,29904
1013,12105,73,3,23068
1014,1338,87,4,22881
1015,13560,126,6,31122
1016,18711,119,5,27489
1017,17514,87,4,28449
1018,15119,120,5,47280
1019,6627,117,6,43992
1020,6649,125,,45750
1021,16310,90,,19260
1022,15650,62,3,18538
1023,1904,57,2,18069
1024,13523,50,3,16350
1025,7234,127,5,44323
1026,1506,109,4,38150
1027,3625,49,,18816
1028,7848,90,3,26550
1029,13647,127,8,45339
1030,7662,108,4,23220
1031,7064,79,4,19434
1032,5695,113,4,36047
1033,15728,33,1,8943
1034,4161,54,2,15390
1035,3107,70,3,17500
1036,3475,102,5,38760
1037,4253,128,5,43520
1038,5283,105,7,36960
1039,17062,100,,23900
1040,4381,112,,34160
1041,8939,68,3,19516
1042,13303,112,6,23856
1043,11219,115,6,28980
1044,18528,56,3,12432
1045,8373,87,4,32016
1046,461,99,6,23859
1047,1512,35,1,7140
1048,7615,66,4,25806
1049,19609,116,6,38396
1050,9370,91,4,28756
1051,2878,107,4,26750
1052,17626,46,,13754
1053,19496,70,3,20860
1054,14066,122,7,26840
1055,8870,75,3,23025
1056,7137,64,,15936
1057,15291,116,6,38512
1058,3330,100,6,36400
1059,7009,63,3,14679
1060,700,59,2,13688
1061,12784,106,4,35934
1062,7561,121,5,30250
1063,18926,122,7,33306
1064,18887,59,3,12095
1065,12683,118,4,29264
1066,12500,126,6,30870
1067,18355,37,2,8436
1068,6404,38,1,13148
1069,841,58,3,21808
1070,15616,99,6,28710
1071,4433,108,4,39528
1072,15980,116,5,45124
1073,13377,69,4,17871
1074,19486,112,4,42672
1075,18798,87,4,24273
1076,10908,33,,12342
1077,11960,37,1,10878
1078,4236,48,3,13008
1079,6752,84,,33264
1080,14584,46,1,16054
1081,6766,129,7,32766
1082,4858,60,2,22860
1083,13784,45,2,12645
1084,16025,34,2,7854
1085,3636,125,5,30000
1086,16737,65,2,19565
1087,8091,124,5,38688
1088,13322,117,6,37557
1089,18152,114,7,31350
1090,18267,41,2,11480
1091,2526,106,6,28726
1092,16770,53,3,16377
1093,9068,110,5,42020
1094,10191,89,4,29370
1095,1456,53,2,13833
1096,1069,126,7,31374
1097,17376,104,6,34736
1098,8984,123,5,45018
1099,10684,53,3,13250
1100,1842,36,1,11088
1101,12596,111,4,33855
1102,138,120,5,34680
1103,1631,105,4,30450
1104,18292,91,4,32578
1105,9973,103,4,37698
1106,2457,38,2,10184
1107,12271,83,3,25730
1108,14808,46,2,18262
1109,17404,63,4,23751
1110,14718,35,1,13650
1111,17949,102,6,30600
1112,6299,76,,19304
1113,11306,47,2,13254
1114,125,41,2,8897
1115,8565,108,5,29052
1116,2319,102,4,33354
1117,19403,119,5,23919
1118,14170,64,2,20480
1119,65,129,5,51213
1120,9238,71,4,21442
1121,9418,111,5,40959
1122,19884,99,6,20691
1123,3192,118,6,29382
1124,17194,67,4,15879
1125,16502,67,3,22043
1126,8915,98,4,27930
1127,2067,98,5,31752
1128,10324,76,5,15428
1129,5153,31,1,9331
1130,12,83,5,31706
1131,6366,77,3,21252
1132,3164,31,,6200
1133,7744,98,4,29792
1134,18849,77,3,24717
1135,13794,77,3,21406
1136,19537,128,,48896
1137,16988,33,1,8349
1138,14739,41,,13776
1139,2139,32,1,12128
1140,13804,53,3,12031
1141,16419,109,6,40439
1142,7457,82,4,16974
1143,13886,79,4,17538
1144,3519,90,5,24930
1145,5540,97,6,35114
1146,11008,124,6,45384
1147,6556,103,6,28428
1148,7457,119,5,45101
1149,13049,44,2,14960
1150,14499,72,4,14976
1151,5503,103,6,22454
1152,13857,50,2,17050
1153,10327,37,1,8917
1154,7844,124,6,45136
1155,6791,31,2,10540
1156,2448,73,3,25769
1157,19662,32,1,11872
1158,4947,45,2,16740
1159,12037,86,3,33970
1160,3939,77,3,24717
1161,3484,114,6,26676
