ID,ID_person,Model,Power,Price
384,3183,LADA,389,393466
385,15211,BMW,,3784969
386,13254,LADA,192,3521880
387,15132,LADA,167,3509859
388,7448,Subaru,300,2935305
389,9634,Infiniti,,1042319
390,16627,Daewoo,354,1371679
391,18188,Mercedez-Benz,,1690074
392,9198,Audi,343,1394212
393,3018,Toyota,465,363470
394,9916,Toyota,189,3104893
395,7787,BMW,341,744032
396,3420,Infiniti,173,2893061
397,3699,KIA,334,2737188
398,19880,Mercedez-Benz,312,3353515
399,14232,Daewoo,214,2197815
400,7496,Nissan,332,901993
401,9444,Audi,374,733022
402,17237,BMW,286,2176272
403,16079,Subaru,494,1890065
404,14021,Toyota,346,2828869
405,8551,Toyota,203,3160516
406,19746,Toyota,178,1224785
407,16993,Nissan,333,2453777
408,13458,Audi,424,1414668
409,9884,Infiniti,161,495982
410,446,LADA,330,2094286
411,4589,Infiniti,395,1251433
412,618,LADA,,3218700
413,2890,BMW,295,3651467
414,14145,KIA,471,1363775
415,19617,BMW,98,3819966
416,87,Mercedez-Benz,187,1563550
417,5036,Subaru,459,2545754
418,6885,Mercedez-Benz,117,836979
419,10359,Daewoo,349,888736
420,4642,BMW,123,3624807
421,8902,Ford,358,575128
422,8277,Ford,221,2169330
423,5704,Mercedez-Benz,115,3106002
424,13077,BMW,,2044804
425,5738,Subaru,472,1604715
426,15514,Audi,227,3273814
427,13052,Toyota,377,1442940
428,17375,Audi,335,3399743
429,14037,Subaru,285,913853
430,8438,Audi,,1398975
431,5599,Subaru,285,695245
432,18437,BMW,241,2205323
433,11345,Daewoo,217,3575086
434,346,Daewoo,333,3636969
435,19197,Nissan,132,1093530
436,16428,KIA,396,310813
437,17115,Daewoo,220,1249179
438,15798,Mercedez-Benz,269,2450896
439,13734,Subaru,415,2199718
440,18927,BMW,339,3044149
441,18061,BMW,480,917496
442,11513,BMW,325,3659976
443,17115,Audi,430,3898698
444,17877,Infiniti,82,1985580
445,9315,Audi,70,2025032
446,2204,Subaru,490,3992834
447,7320,Infiniti,403,2691794
448,17366,LADA,363,2761705
449,9634,BMW,70,2187917
450,19598,Infiniti,122,3292307
451,7411,Nissan,200,3148705
452,17732,BMW,,2364961
453,15875,KIA,216,2535634
454,2586,Audi,364,1745794
455,5204,Daewoo,,3157525
456,18066,Subaru,187,3590062
457,19723,KIA,232,3597152
458,19818,KIA,285,3735723
459,1963,Subaru,137,536071
460,12863,Daewoo,198,727353
461,2100,Infiniti,420,2485711
462,4971,KIA,476,796729
463,358,Daewoo,161,1705524
464,12750,KIA,352,451291
465,8063,Infiniti,227,3549115
466,8333,Mercedez-Benz,218,246678
467,10066,Infiniti,442,2864647
468,3782,Audi,226,3526800
469,7896,KIA,251,3532873
470,16501,Toyota,,264088
471,10764,KIA,205,760313
472,2886,Toyota,209,1230663
473,12786,Ford,377,1173717
474,8046,Mercedez-Benz,182,2765848
475,11810,BMW,80,655019
476,5162,Infiniti,,2390466
477,5129,Toyota,243,2363919
478,10889,BMW,307,2059449
479,6715,Subaru,282,308885
480,17910,Ford,126,1022288
481,13367,Audi,493,1884566
482,17391,Nissan,115,1551507
483,10967,Daewoo,147,2956069
484,13681,Daewoo,499,1531312
485,12840,KIA,303,996798
486,14118,Daewoo,441,734962
487,9239,Ford,349,2197610
488,8844,Subaru,356,1162192
489,10219,Toyota,437,2466357
490,14630,Ford,221,3855519
491,6584,KIA,375,234867
492,3199,Infiniti,241,745638
493,6798,Daewoo,168,3392163
494,8265,Nissan,,3364793
495,173,Toyota,476,1728988
496,11672,Nissan,242,2283843
497,12946,LADA,187,3998464
498,7632,Toyota,379,3254226
499,14643,Toyota,397,1325010
500,8852,LADA,136,1229695
501,13445,Ford,95,2690234
502,7007,Daewoo,160,3115967
503,13367,Mercedez-Benz,447,2225205
504,3661,Audi,191,277583
505,15842,Mercedez-Benz,421,3058630
506,10586,Toyota,166,1441215
507,4430,BMW,410,1421691
508,7938,KIA,247,2948574
509,18813,Toyota,,292235
510,3622,Toyota,475,3103378
511,1868,KIA,478,3949470
512,11199,Audi,279,1619002
513,5264,Infiniti,153,2404393
514,1231,Audi,142,2526449
515,18861,KIA,121,2868089
516,17541,Toyota,226,1587705
517,18586,BMW,102,2739228
518,10561,Ford,366,2861192
519,6984,Infiniti,301,486633
520,17644,Audi,309,2247482
521,5655,Subaru,366,1644957
522,5026,Audi,461,1417113
523,11671,Toyota,415,2547391
524,14877,KIA,208,3650827
525,14567,Toyota,291,2004540
526,12834,BMW,356,3165327
527,8573,LADA,338,258902
528,18514,Ford,463,658558
529,1296,LADA,198,1986900
530,11648,Mercedez-Benz,101,821986
531,15622,Infiniti,496,1366996
532,19083,Ford,,1153296
533,4741,Nissan,225,2448544
534,19243,Mercedez-Benz,456,1415126
535,16980,Ford,412,3657530
536,2926,BMW,382,2009873
537,19179,KIA,437,2704200
538,11129,Audi,211,208391
539,10033,BMW,475,520537
540,13681,Toyota,75,1877633
541,643,Subaru,431,3969313
542,6433,Infiniti,258,1711286
543,14041,Toyota,358,1362920
544,4980,Audi,,2214324
545,15180,LADA,152,3686076
546,469,LADA,164,1823838
547,17303,Audi,486,2424526
548,6111,Infiniti,420,3965795
549,5625,Subaru,478,2386849
550,13889,Nissan,176,3085061
551,5119,Daewoo,480,2458233
552,7858,Daewoo,454,2791808
553,6258,Subaru,394,1781171
554,3165,Mercedez-Benz,163,2634824
555,11233,Infiniti,489,2380392
556,4097,BMW,417,1391854
557,5063,Toyota,315,2041556
558,6375,Daewoo,332,515734
559,9694,KIA,470,844591
560,10304,Nissan,228,3228847
561,9013,Subaru,480,1341510
562,13935,Mercedez-Benz,205,2010492
563,3243,Ford,357,1857024
564,15921,Mercedez-Benz,,1371971
565,12674,Nissan,467,3716588
566,5639,Daewoo,233,1132885
567,12470,Mercedez-Benz,440,1782410
568,15649,Subaru,191,2123453
569,14319,Subaru,306,2086108
570,5771,Nissan,252,2567227
571,1624,Mercedez-Benz,128,1620253
572,13748,Subaru,494,317576
573,5809,Ford,347,1983975
574,18774,Toyota,108,1239048
575,14761,Audi,468,3733681
576,8690,Ford,340,3139284
577,18609,Nissan,146,264897
578,9600,Audi,244,2412262
579,13490,BMW,180,1753916
580,18058,Nissan,277,3005425
581,1748,Daewoo,306,355850
582,18572,Toyota,441,959861
583,3675,BMW,190,537404
584,466,KIA,,2331535
585,10204,Daewoo,265,2986670
586,15704,Subaru,378,3039003
587,5087,Audi,,2658126
588,16712,Audi,192,1866183
589,1757,Subaru,343,2834748
590,4922,Audi,276,3225630
591,12414,Mercedez-Benz,,1362130
592,7733,Ford,424,1373833
593,4640,Mercedez-Benz,127,1228911
594,19875,Daewoo,85,275155
595,9096,Ford,479,1790664
596,8535,Infiniti,202,1398635
597,665,LADA,191,2099720
598,8608,Ford,313,1266015
599,1832,Ford,464,2269775
600,19312,KIA,337,2588645
601,10152,Mercedez-Benz,400,2056920
602,7359,Ford,278,3313851
603,467,Infiniti,469,2956206
604,12082,Toyota,,3394845
605,9831,Infiniti,323,3466326
606,12689,Subaru,,2109660
607,12169,LADA,116,3936722
608,14754,Infiniti,222,664468
609,11998,LADA,263,3585818
610,6061,Subaru,159,3193202
611,15404,Ford,155,2492121
612,17480,Infiniti,156,3818666
613,15100,Subaru,174,627903
614,1227,Nissan,205,2265858
615,1683,Toyota,197,1172687
616,19396,Infiniti,310,1265074
617,16807,Toyota,382,461966
618,6950,Ford,406,722000
619,15979,Subaru,,1462659
620,1148,Nissan,172,3474959
621,9194,KIA,179,2535925
622,14144,Toyota,493,2627227
623,3700,Daewoo,140,3154943
624,13167,KIA,252,764044
625,1384,Ford,318,3113540
626,6809,KIA,410,3437267
627,18375,Daewoo,178,1248637
628,11789,Daewoo,264,3848720
629,17667,LADA,435,1425185
630,146,LADA,94,1014168
631,13374,BMW,452,658820
632,4196,BMW,183,434203
633,6269,Subaru,386,2212235
634,1585,Audi,271,476854
635,6507,Daewoo,351,2351884
636,18973,Audi,289,1677309
637,18912,Infiniti,215,1110273
638,9584,KIA,465,2172141
639,18029,LADA,349,855091
640,8602,Ford,365,3532583
641,10712,Toyota,129,3828435
642,15162,Infiniti,466,3088359
643,12212,Nissan,388,1997135
644,10670,Toyota,486,2093337
645,2387,Daewoo,147,1309688
646,14448,Mercedez-Benz,320,2384237
647,8295,Nissan,236,1638281
648,12523,Subaru,311,3632597
649,8164,Subaru,,747079
650,5439,Ford,215,1512342
651,16712,Ford,483,1917137
652,9510,Daewoo,112,2456135
653,496,Audi,300,3483942
654,15135,Toyota,269,2131677
655,18481,Nissan,213,1412865
656,7758,Toyota,351,3493740
657,12913,Daewoo,104,2012942
658,581,Daewoo,243,2244753
659,944,KIA,105,1306207
660,18291,Audi,425,992404
661,2833,Daewoo,299,1726854
662,17417,LADA,488,1820859
663,14559,Mercedez-Benz,,1413533
664,4111,BMW,,641598
665,8487,Toyota,142,3645586
666,17791,LADA,366,2336366
667,4905,Mercedez-Benz,121,2558944
668,13356,LADA,485,391506
669,18144,Infiniti,433,2304956
670,767,BMW,247,1805082
671,15790,LADA,350,3707913
672,6123,Audi,248,1487351
673,13460,Infiniti,173,3847542
674,110,Mercedez-Benz,206,3167853
675,19800,Audi,354,1880608
676,11091,BMW,214,3289269
677,10656,Toyota,401,1173277
678,5343,Infiniti,,2937392
679,9410,Ford,251,3627488
680,3387,Mercedez-Benz,419,1768152
681,18210,Nissan,131,3581877
682,7569,Ford,409,3341537
683,16930,Daewoo,355,1186121
684,7536,Audi,410,2180142
685,15729,KIA,,3373938
686,12702,Toyota,484,3902986
687,8274,Subaru,333,1563938
688,19023,Toyota,116,2583251
689,12201,KIA,,931635
690,16366,Nissan,213,316921
691,14406,Daewoo,265,3981420
692,19224,Audi,384,637593
693,18914,Daewoo,256,3425391
694,12769,Audi,131,1919787
695,379,LADA,235,3807533
696,18429,Infiniti,417,3918986
697,12904,Audi,114,483751
698,8854,Subaru,452,2543324
699,11259,Subaru,183,1980191
700,16593,Infiniti,,1552965
701,7238,Nissan,446,3161652
702,9124,Subaru,,2807344
703,8256,Audi,279,1205324
704,14979,BMW,,3024042
705,16838,Subaru,305,2520014
706,4217,BMW,,366691
707,16406,LADA,146,2590350
708,15451,Infiniti,457,2450675
709,19175,Subaru,131,638374
710,10965,Audi,123,662871
711,422,Daewoo,73,1361913
712,14890,Nissan,372,3860763
713,17736,KIA,454,1159707
714,4132,Subaru,115,1727326
715,4973,Infiniti,443,772148
716,11675,KIA,272,2710645
717,14838,Nissan,498,1562691
718,18412,Toyota,352,228831
719,947,Mercedez-Benz,337,2979084
720,12587,Nissan,,3814645
721,9595,Mercedez-Benz,377,2957826
722,1481,Daewoo,292,3879068
723,11103,Daewoo,349,2653995
724,14368,LADA,178,3398865
725,4399,LADA,440,1284273
726,874,BMW,,1837220
727,3198,Infiniti,247,3048496
728,2857,Infiniti,394,3142972
729,11217,Audi,163,1871680
730,9689,Nissan,,3910792
731,15373,Ford,416,2483617
732,19609,Audi,476,1581136
733,3317,Audi,276,367423
734,2312,LADA,,1455254
735,19432,Nissan,220,1357832
736,8583,Toyota,429,2449053
737,8514,Nissan,438,2208418
738,4014,Nissan,329,2268772
739,8868,Mercedez-Benz,345,1202163
740,18187,LADA,89,414271
741,952,KIA,121,3273939
742,14048,Ford,93,1631888
743,11399,Daewoo,454,2126247
744,10062,Infiniti,264,2439110
745,13249,LADA,,694942
746,3211,KIA,291,1499774
747,1174,Ford,194,3627671
748,9908,LADA,418,2534690
749,14364,LADA,116,764955
750,4299,Subaru,279,3607493
751,5229,BMW,343,2241826
752,5766,Nissan,72,2085318
753,986,Toyota,222,3945912
754,16895,Infiniti,,2051984
755,6251,Nissan,150,2354434
756,13495,Audi,106,2102841
757,3043,Audi,373,2352327
758,8010,Mercedez-Benz,173,1384163
759,15415,Nissan,81,2922362
760,18771,Subaru,367,1024978
761,13180,Subaru,,1758174
762,13408,BMW,375,3334617
763,16547,Toyota,373,1704665
764,1355,Toyota,408,1964349
765,14216,Toyota,164,1227405
766,16545,Mercedez-Benz,81,1866428
767,17332,Infiniti,173,1861055
768,14461,KIA,310,217932
769,2935,BMW,125,2982146
770,10037,BMW,328,526335
771,14505,Nissan,262,1040937
772,3234,Infiniti,,3852881
773,5090,Mercedez-Benz,360,3178567
774,9053,LADA,299,1272775
775,8940,LADA,,2763554
776,16340,Ford,489,2149451
777,13080,LADA,457,1964289
778,9559,Nissan,318,2372291
779,3984,Nissan,145,1447626
780,4745,BMW,163,319262
781,18504,Daewoo,495,2710989
782,10753,Subaru,290,1620761
783,15634,Infiniti,354,1750553
784,16420,Toyota,306,2295412
785,5519,Mercedez-Benz,153,2796969
786,6249,Nissan,91,3468070
787,8246,Ford,126,3534461
788,8872,Toyota,417,3345179
789,8608,Subaru,,1333393
790,15093,KIA,443,3187562
791,1894,Nissan,212,936301
792,18441,Infiniti,465,794239
793,6475,Daewoo,80,2894246
794,14775,Nissan,432,1218552
795,17724,LADA,192,2079999
796,16836,Nissan,92,1980755
797,11751,Toyota,410,1554367
798,16708,Nissan,283,2958332
799,5262,Infiniti,320,1549195
800,10135,Audi,302,294242
801,14346,Daewoo,373,834537
802,18758,KIA,251,1775039
803,9685,Audi,124,1533654
804,4710,Toyota,448,3701050
805,13181,Daewoo,,3904401
806,14313,Ford,396,3347210
807,4223,Daewoo,183,3685103
808,6321,Toyota,121,1308431
809,13126,BMW,296,672677
810,7186,Toyota,403,565625
811,8071,Daewoo,252,1999028
812,1880,BMW,362,2685218
813,6310,Ford,,2895499
814,9884,Mercedez-Benz,299,1637558
815,11219,Infiniti,153,2584813
816,17632,LADA,259,877566
817,5082,Daewoo,378,3194019
818,15579,Audi,133,2915591
819,16541,KIA,169,924106
820,5341,LADA,,951964
821,7123,Audi,244,3620223
822,3428,LADA,122,272945
823,17536,Infiniti,82,3246307
824,166,Nissan,346,3573198
825,15029,KIA,284,3364833
826,10357,Audi,145,490148
827,7419,BMW,230,1113265
828,19736,Mercedez-Benz,171,803690
829,14041,Infiniti,156,3985132
830,8708,Ford,340,1257561
831,14751,Nissan,469,3886947
832,18962,Subaru,493,1567170
833,11815,Ford,436,578600
834,11161,Subaru,290,2694348
835,14183,Toyota,175,3763011
836,1515,Toyota,476,3897449
837,18896,Mercedez-Benz,223,1979210
838,15163,Toyota,145,3226012
839,17351,Subaru,,1668256
840,2120,Daewoo,158,1705453
841,2461,KIA,354,490829
842,15532,KIA,282,3064060
843,16448,Audi,320,2435139
844,3748,Toyota,490,1787608
845,12475,Mercedez-Benz,171,3202357
846,18321,Mercedez-Benz,133,2427128
847,13125,Subaru,473,3477518
848,6172,Subaru,78,1113301
849,15665,Mercedez-Benz,481,1877959
850,12335,Toyota,169,3751979
851,756,Ford,496,1289058
852,10652,BMW,340,3736969
853,12772,Ford,454,2790851
854,8603,Toyota,156,2565198
855,18203,KIA,115,3226620
856,11400,Subaru,329,1471306
857,4844,KIA,,304609
858,17571,Infiniti,139,1554759
859,15574,Toyota,148,493480
860,3522,LADA,,966000
861,19563,BMW,292,1041687
862,2511,Daewoo,,3628357
863,13694,KIA,477,2460020
864,2874,Subaru,175,2709662
865,17526,Subaru,402,1197292
866,9716,KIA,483,688766
867,5046,Nissan,348,1654800
868,9768,Toyota,128,2935227
869,2108,Nissan,350,1126307
870,8773,Audi,394,252404
871,1597,Infiniti,391,2117164
872,7264,Ford,363,2161408
873,16063,KIA,284,2030814
874,17826,Nissan,341,1565503
875,19667,Nissan,358,1045289
876,8497,Mercedez-Benz,444,3860477
877,2884,Nissan,353,1185345
878,636,BMW,392,3578434
879,3672,Audi,131,1925138
